0,0,0,0.0006
0.0005,0.045,4.1073,0.0031
0.0013,0.0876,4.4672,0.008
0.0027,0.1409,5.6043,0.016
0.0047,0.1965,5.4276,0.0282
0.0072,0.2552,5.8925,0.0448
0.0103,0.3115,5.748,0.065
0.014,0.3676,5.5179,0.0895
0.0183,0.426,5.8504,0.1183
0.023,0.4826,5.7284,0.1506
0.0285,0.5386,5.5371,0.1872
0.0345,0.597,5.8262,0.228
0.041,0.6537,5.7096,0.2724
0.0481,0.7096,5.5382,0.321
0.0557,0.7682,5.9718,0.3731
0.064,0.8218,5.2733,0.4293
0.0728,0.8818,6.0515,0.4896
0.0822,0.9363,5.4175,0.5533
0.0921,0.994,5.7722,0.6211
0.1026,1.0504,5.6582,0.6922
0.1135,1.1064,5.6488,0.7668
0.1252,1.1616,5.5006,0.8452
0.1374,1.219,5.7366,0.9275
0.1501,1.2751,5.623,1.0131
0.1635,1.3303,5.4804,1.1025
0.1773,1.3882,5.8422,1.1951
0.1917,1.4419,5.3584,1.2908
0.2067,1.4987,5.6853,1.3901
0.2222,1.5543,5.5723,1.4925
0.2384,1.609,5.436,1.5985
0.255,1.6665,5.7784,1.7074
0.2722,1.7198,5.3143,1.8192
0.29,1.7761,5.6271,1.9345
0.3083,1.8313,5.5156,2.0525
0.3272,1.8863,5.5033,2.1733
0.3466,1.9411,5.491,2.2968
0.3665,1.9958,5.4784,2.4229
0.3869,2.0503,5.4658,2.5516
0.4081,2.104,5.3386,2.6834
0.4296,2.1603,5.652,2.8176
0.4518,2.2127,5.219,2.9543
0.4744,2.2687,5.6224,3.0933
0.4977,2.3209,5.1958,3.2346
0.5214,2.3767,5.5923,3.3782
0.5457,2.4293,5.2799,3.5234
0.5706,2.4821,5.2531,3.6713
0.5959,2.5374,5.5463,3.8212
0.6218,2.5898,5.2414,3.9726
0.6482,2.6429,5.3194,4.126
0.6752,2.696,5.3057,4.2812
0.7027,2.749,5.2921,4.4383
0.7307,2.8018,5.2784,4.597
0.7592,2.8553,5.3663,4.757
0.7884,2.9061,5.0644,4.9187
0.8179,2.9603,5.4229,5.0818
0.8481,3.0117,5.1379,5.2461
0.8787,3.0639,5.2102,5.4117
0.9098,3.1167,5.2933,5.5783
0.9415,3.1676,5.0994,5.7457
0.9737,3.2193,5.17,5.9144
1.0065,3.271,5.1569,6.0842
1.0396,3.3233,5.2363,6.2548
1.0734,3.3738,5.0502,6.426
1.1077,3.4251,5.118,6.5982
1.1424,3.477,5.1948,6.7709
1.1777,3.5272,5.0145,6.944
1.2135,3.5788,5.168,7.1176
1.2497,3.6287,4.9913,7.2916
1.2864,3.68,5.1418,7.4658
1.3239,3.729,4.8854,7.6407
1.3616,3.7816,5.2745,7.8158
1.3999,3.8304,4.8734,7.9907
1.4388,3.8805,5.0095,8.166
1.4781,3.9313,5.0791,8.3414
1.5178,3.9812,4.9962,8.5164
1.5581,4.0303,4.9061,8.6913
1.5989,4.0806,5.044,8.8662
1.6402,4.1296,4.8869,9.0409
1.682,4.1798,5.0215,9.2154
1.7244,4.2286,4.8686,9.3896
1.7672,4.2786,4.9998,9.5636
1.8105,4.3278,4.9241,9.7369
1.8542,4.3769,4.9147,9.9095
1.8985,4.4253,4.8338,10.0816
1.9432,4.4748,4.9594,10.2533
1.9884,4.5237,4.8877,10.4242
2.0342,4.5719,4.8103,10.5945
2.0803,4.6217,5,10.7639
2.127,4.6691,4.7353,10.9324
2.1743,4.7177,4.8474,11.1006
2.2219,4.7673,4.9708,11.2677
2.2701,4.8146,4.7176,11.4339
2.3186,4.864,4.9529,11.5989
2.3678,4.911,4.7062,11.7628
2.4173,4.9598,4.8731,11.926
2.4674,5.0079,4.8114,12.0879
2.5181,5.0554,4.7448,12.249
2.5691,5.1045,4.9108,12.4088
2.6205,5.1518,4.7404,12.5672
2.6726,5.1992,4.7288,12.7245
2.725,5.248,4.8883,12.8806
2.778,5.2948,4.6695,13.0353
2.8315,5.343,4.8184,13.189
2.8853,5.3911,4.8192,13.341
2.9397,5.4377,4.6584,13.4916
2.9947,5.4858,4.8008,13.6411
3.0499,5.5337,4.802,13.7889
3.1057,5.5802,4.6487,13.9353
3.1619,5.6285,4.8356,14.0802
3.2187,5.675,4.6429,14.2236
3.276,5.7228,4.7747,14.3657
3.3336,5.7705,4.7763,14.506
3.3919,5.8169,4.6353,14.6448
3.4505,5.8649,4.8075,14.782
3.5095,5.9116,4.6764,14.9174
3.5693,5.9584,4.6679,15.0515
3.6293,6.0063,4.7922,15.1839
3.6898,6.053,4.6681,15.3144
3.7508,6.1,4.7026,15.4433
3.8123,6.147,4.6994,15.5705
3.8741,6.1943,4.738,15.6958
3.9366,6.2405,4.6176,15.8194
3.9994,6.2881,4.7648,15.9413
4.0628,6.3343,4.6147,16.0614
4.1266,6.3819,4.7562,16.1798
4.1909,6.4283,4.6496,16.2962
4.2556,6.4751,4.6792,16.4109
4.3209,6.5219,4.6765,16.5237
4.3866,6.5687,4.6739,16.6347
4.4527,6.6157,4.7066,16.7437
4.5194,6.6618,4.6056,16.8509
4.5864,6.7091,4.7284,16.9562
4.6539,6.7554,4.6362,17.0595
4.7219,6.802,4.6614,17.1609
4.7905,6.8486,4.659,17.2604
4.8595,6.8952,4.6566,17.358
4.9288,6.942,4.6846,17.4535
4.9988,6.988,4.5976,17.547
5.069,7.035,4.7023,17.6386
5.1398,7.0812,4.6237,17.728
5.2111,7.1277,4.6445,17.8155
5.2828,7.1741,4.642,17.9009
5.3551,7.2205,4.6395,17.9843
5.4278,7.2669,4.637,18.0657
